TEKLİF NUMARASI,HASARSIZLIK İNDİRİMİ KADEMESİ,TRAFİK BASAMAK KODU,MARKA,ARAÇ YAŞI,MODEL YILI,YAKIT TİPİ,İL,İLÇE,YAŞ ,TEKLİF PRİMİ,PORTFÖY AYRIMI,SİGORTALI TİPİ,TEKLİF ONAY DURUMU
31501,50%,7,VOLKSWAGEN,3,2021,BENZİN,ANKARA,,0,13.063,YENİLEME,T,T
31502,30%,5,VOLKSWAGEN,1,2023,BENZİN,İSTANBUL,SARIYER,24,11.032,YENİ İŞ,O,T
31503,30%,5,FORD,1,2023,BENZİN,ANKARA,,0,11.050,YENİ İŞ,T,T
31504,0%,4,RENAULT,5,2019,DIZEL,ANKARA,,0,11.731,İLK DEFA SİGORTALI,T,T
31505,30%,4,FORD,1,2023,DIZEL,İSTANBUL,AVCILAR,32,11.068,YENİ İŞ,O,T
31506,30%,7,RENAULT,1,2023,DIZEL,ANKARA,BALA,36,8.612,YENİ İŞ,O,T
31507,0%,7,FORD,5,2019,DIZEL,İSTANBUL,,0,20.562,YENİ İŞ,T,T
31508,0%,4,MERCEDES,1,2023,DIZEL,İSTANBUL,BEŞİKTAŞ,43,23.469,İLK DEFA SİGORTALI,O,T
31509,50%,6,VOLKSWAGEN,2,2022,DIZEL,İSTANBUL,AVCILAR,49,6.246,YENİ İŞ,O,T
31510,40%,7,MERCEDES,4,2020,DIZEL,İZMİR,,0,14.611,YENİ İŞ,T,T
31511,30%,8,MERCEDES,2,2022,DIZEL,ANKARA,,0,96.207,YENİ İŞ,T,T
31512,50%,6,FORD,4,2020,DIZEL,İSTANBUL,BAĞCILAR,56,8.286,YENİ İŞ,O,T
31513,0%,4,TOYOTA,3,2021,BENZİN,İSTANBUL,ŞİLE,26,18.148,İLK DEFA SİGORTALI,O,T
31514,0%,7,MERCEDES,3,2021,DIZEL,İSTANBUL,,0,34.503,İLK DEFA SİGORTALI,T,T
31515,30%,7,VOLKSWAGEN,1,2023,BENZİN,İSTANBUL,PENDİK,36,13.056,YENİ İŞ,O,T
31516,40%,6,VOLKSWAGEN,1,2023,BENZİN,ANKARA,,0,10.716,YENİ İŞ,T,T
31517,0%,7,FORD,1,2023,DIZEL,İZMİR,BUCA,42,10.447,İLK DEFA SİGORTALI,O,T
31518,50%,6,VOLKSWAGEN,5,2019,DIZEL,ANKARA,KEÇİÖREN,58,8.568,YENİLEME,O,T
31519,60%,7,VOLKSWAGEN,1,2023,BENZİN,ANKARA,ÇANKAYA,39,11.048,YENİ İŞ,O,T
31520,0%,4,FORD,1,2023,DIZEL,İZMİR,,0,16.363,İLK DEFA SİGORTALI,T,T
31521,0%,4,MERCEDES,1,2023,DIZEL,ANKARA,,0,27.980,YENİ İŞ,T,P
31522,30%,5,TOYOTA,2,2022,BENZİN,İSTANBUL,,0,10.783,YENİ İŞ,T,T
31523,60%,7,TOYOTA,4,2020,BENZİN,ANKARA,YENİMAHALLE,54,6.297,YENİLEME,O,T
31524,30%,5,VOLKSWAGEN,2,2022,BENZİN,İSTANBUL,ATAŞEHİR,40,10.328,YENİ İŞ,O,P
31525,60%,6,HONDA,3,2021,BENZİN,ANKARA,,0,11.291,YENİLEME,T,T
31526,40%,7,HONDA,2,2022,BENZİN,İZMİR,BORNOVA,62,4.881,YENİLEME,O,P
31527,30%,5,RENAULT,1,2023,DIZEL,ANKARA,ETİMESGUT,51,13.956,YENİ İŞ,O,T
31528,0%,4,FORD,0,2024,DIZEL,İSTANBUL,,0,11.856,İLK DEFA SİGORTALI,T,T
31529,0%,4,VOLKSWAGEN,1,2023,BENZİN,İSTANBUL,FATİH,33,9.531,İLK DEFA SİGORTALI,O,T
31530,0%,4,VOLKSWAGEN,1,2023,BENZİN,İZMİR,ÇEŞME,63,13.887,İLK DEFA SİGORTALI,O,T
31531,0%,4,FORD,3,2021,DIZEL,İZMİR,MENEMEN,62,10.289,İLK DEFA SİGORTALI,O,T
31532,40%,6,TOYOTA,2,2022,DIZEL,İSTANBUL,BÜYÜKÇEKMECE,33,9.388,YENİ İŞ,O,T
31533,60%,7,VOLKSWAGEN,2,2022,BENZİN,ANKARA,ÇANKAYA,46,6.740,YENİ İŞ,O,T
31534,0%,2,VOLKSWAGEN,2,2022,BENZİN,ANKARA,,0,26.237,YENİ İŞ,T,T
31535,60%,8,VOLKSWAGEN,5,2019,BENZİN,İSTANBUL,ŞİŞLİ,35,8.685,YENİ İŞ,O,T
31536,30%,5,VOLKSWAGEN,1,2023,BENZİN,İSTANBUL,KADIKÖY,31,9.262,YENİ İŞ,O,T
31537,30%,5,MERCEDES,1,2023,BENZİN,İSTANBUL,EYÜP,30,14.692,YENİ İŞ,O,P
31538,30%,5,VOLKSWAGEN,1,2023,BENZİN,İSTANBUL,KADIKÖY,36,7.674,YENİ İŞ,O,T
31539,0%,4,TOYOTA,2,2022,BENZİN,İZMİR,,0,13.965,YENİ İŞ,T,T
31540,40%,7,TOYOTA,4,2020,BENZİN,ANKARA,ÇANKAYA,45,6.204,YENİ İŞ,O,T
31541,30%,8,VOLKSWAGEN,1,2023,BENZİN,ANKARA,ÇANKAYA,59,8.868,YENİLEME,O,T
31542,30%,7,VOLKSWAGEN,1,2023,BENZİN,İSTANBUL,ÜSKÜDAR,57,8.168,YENİ İŞ,O,T
31543,0%,4,FORD,2,2022,DIZEL,ANKARA,YENİMAHALLE,46,11.719,İLK DEFA SİGORTALI,O,T
31544,60%,7,TOYOTA,2,2022,BENZİN,İSTANBUL,KADIKÖY,37,7.049,YENİ İŞ,O,T
31545,0%,4,FORD,2,2022,DIZEL,İSTANBUL,PENDİK,21,18.399,İLK DEFA SİGORTALI,O,T
31546,60%,7,HONDA,3,2021,BENZİN,İSTANBUL,ATAŞEHİR,48,6.545,YENİ İŞ,O,T
31547,0%,4,FORD,1,2023,BENZİN,İSTANBUL,BAŞAKŞEHİR,37,12.719,İLK DEFA SİGORTALI,O,T
31548,30%,5,RENAULT,1,2023,DIZEL,İSTANBUL,,0,16.536,YENİ İŞ,T,T
31549,0%,4,RENAULT,5,2019,BENZİN,İSTANBUL,SULTANGAZİ,31,11.049,İLK DEFA SİGORTALI,O,T
31550,30%,5,TOYOTA,1,2023,DIZEL,İSTANBUL,ÜSKÜDAR,43,9.683,YENİ İŞ,O,T
31551,40%,7,VOLKSWAGEN,3,2021,DIZEL,ANKARA,YENİMAHALLE,50,9.662,YENİ İŞ,O,T
31552,60%,4,VOLKSWAGEN,1,2023,DIZEL,İSTANBUL,PENDİK,46,15.850,YENİ İŞ,O,T
31553,0%,7,VOLKSWAGEN,4,2020,BENZİN,İSTANBUL,KADIKÖY,62,12.081,İLK DEFA SİGORTALI,O,T
31554,0%,5,TOYOTA,3,2021,BENZİN,ANKARA,ÇANKAYA,34,9.278,İLK DEFA SİGORTALI,O,T
31555,40%,7,VOLKSWAGEN,4,2020,DIZEL,ANKARA,GÜDÜL,52,19.357,YENİ İŞ,O,T
31556,0%,5,TOYOTA,1,2023,DIZEL,İSTANBUL,PENDİK,39,22.110,YENİ İŞ,O,T
31557,30%,5,VOLKSWAGEN,1,2023,BENZİN,İSTANBUL,,0,15.257,YENİ İŞ,T,P
31558,0%,4,VOLKSWAGEN,2,2022,DIZEL,ANKARA,POLATLI,60,7.574,İLK DEFA SİGORTALI,O,T
31559,50%,7,VOLKSWAGEN,1,2023,BENZİN,İSTANBUL,EYÜP,51,8.200,YENİ İŞ,O,T
31560,0%,7,MERCEDES,5,2019,DIZEL,ANKARA,,0,97.232,YENİ İŞ,T,T
31561,30%,4,MERCEDES,1,2023,DIZEL,İSTANBUL,ESENYURT,26,21.780,YENİ İŞ,O,T
31562,60%,7,FORD,4,2020,BENZİN,İZMİR,NARLIDERE,44,7.547,YENİ İŞ,O,T
31563,30%,8,VOLKSWAGEN,1,2023,BENZİN,ANKARA,ETİMESGUT,51,9.707,YENİ İŞ,O,T
31564,0%,7,VOLKSWAGEN,2,2022,BENZİN,İSTANBUL,ESENYURT,42,9.895,İLK DEFA SİGORTALI,O,T
31565,30%,4,VOLKSWAGEN,1,2023,BENZİN,İSTANBUL,SİLİVRİ,20,9.889,YENİ İŞ,O,T
31566,40%,7,TOYOTA,2,2022,BENZİN,İSTANBUL,,0,9.235,YENİ İŞ,T,P
31567,0%,5,FORD,1,2023,DIZEL,İSTANBUL,ESENYURT,22,9.709,İLK DEFA SİGORTALI,O,T
31568,40%,5,HONDA,2,2022,BENZİN,İZMİR,BORNOVA,48,10.247,YENİLEME,O,P
31569,30%,6,VOLKSWAGEN,3,2021,BENZİN,ANKARA,ÇANKAYA,32,12.359,YENİ İŞ,O,T
31570,60%,8,VOLKSWAGEN,2,2022,BENZİN,İSTANBUL,ESENYURT,30,11.920,YENİ İŞ,O,T
31571,0%,7,VOLKSWAGEN,1,2023,DIZEL,İSTANBUL,,0,17.710,İLK DEFA SİGORTALI,T,T
31572,30%,5,FORD,1,2023,BENZİN,ANKARA,KEÇİÖREN,44,8.318,YENİ İŞ,O,T
31573,30%,6,HONDA,1,2023,BENZİN,İSTANBUL,SANCAKTEPE,51,9.876,YENİ İŞ,O,T
31574,30%,8,FORD,1,2023,DIZEL,ANKARA,,0,12.969,YENİ İŞ,T,T
31575,30%,4,FORD,4,2020,DIZEL,İSTANBUL,EYÜP,40,8.306,YENİ İŞ,O,T
31576,30%,7,VOLKSWAGEN,1,2023,BENZİN,İSTANBUL,BAŞAKŞEHİR,49,10.751,YENİ İŞ,O,T
31577,0%,5,FORD,1,2023,DIZEL,İSTANBUL,SULTANGAZİ,41,20.647,İLK DEFA SİGORTALI,O,T
31578,0%,7,VOLKSWAGEN,5,2019,BENZİN,İSTANBUL,AVCILAR,34,11.627,İLK DEFA SİGORTALI,O,T
31579,30%,7,VOLKSWAGEN,4,2020,DIZEL,İSTANBUL,SANCAKTEPE,47,13.539,YENİ İŞ,O,T
31580,30%,4,HONDA,5,2019,BENZİN,İSTANBUL,,0,11.576,YENİ İŞ,T,T
31581,0%,4,VOLKSWAGEN,2,2022,BENZİN,ANKARA,YENİMAHALLE,29,10.729,İLK DEFA SİGORTALI,O,P
31582,0%,5,VOLKSWAGEN,2,2022,BENZİN,İSTANBUL,BAĞCILAR,41,18.246,İLK DEFA SİGORTALI,O,T
31583,0%,4,TOYOTA,1,2023,DIZEL,İSTANBUL,ATAŞEHİR,30,9.959,İLK DEFA SİGORTALI,O,T
31584,50%,7,FORD,3,2021,BENZİN,İSTANBUL,BAKIRKÖY,36,8.384,YENİ İŞ,O,T
31585,60%,8,MERCEDES,2,2022,BENZİN,İSTANBUL,SARIYER,53,13.746,YENİ İŞ,O,T
31586,0%,6,FORD,4,2020,DIZEL,ANKARA,KEÇİÖREN,45,11.151,İLK DEFA SİGORTALI,O,T
31587,0%,7,MERCEDES,1,2023,DIZEL,İSTANBUL,,0,21.375,İLK DEFA SİGORTALI,T,T
31588,40%,5,VOLKSWAGEN,2,2022,BENZİN,İZMİR,,0,11.282,YENİ İŞ,T,T
31589,30%,8,RENAULT,3,2021,DIZEL,İSTANBUL,,0,14.211,YENİ İŞ,T,T
31590,60%,8,MERCEDES,3,2021,DIZEL,İZMİR,,0,16.380,YENİLEME,T,T
31591,30%,5,MERCEDES,4,2020,BENZİN,İSTANBUL,,0,12.362,YENİ İŞ,T,T
31592,0%,4,VOLKSWAGEN,3,2021,BENZİN,ANKARA,ÇANKAYA,30,11.993,İLK DEFA SİGORTALI,O,T
31593,0%,3,FORD,1,2023,DIZEL,İSTANBUL,,0,18.406,YENİ İŞ,T,P
31594,60%,8,VOLKSWAGEN,5,2019,DIZEL,ANKARA,,0,13.995,YENİLEME,T,P
31595,50%,6,FORD,2,2022,DIZEL,İSTANBUL,,0,10.207,YENİLEME,T,T
31596,50%,7,VOLKSWAGEN,3,2021,BENZİN,İSTANBUL,BEYLİKDÜZÜ,42,6.305,YENİ İŞ,O,T
31597,0%,6,TOYOTA,3,2021,DIZEL,İZMİR,,0,33.998,İLK DEFA SİGORTALI,T,T
31598,0%,4,VOLKSWAGEN,5,2019,BENZİN,İSTANBUL,BÜYÜKÇEKMECE,32,20.924,İLK DEFA SİGORTALI,O,T
31599,40%,5,VOLKSWAGEN,2,2022,BENZİN,İSTANBUL,,0,9.926,YENİ İŞ,T,T
31600,40%,8,HONDA,2,2022,BENZİN,ANKARA,ETİMESGUT,44,8.827,YENİLEME,O,P
31602,30%,5,VOLKSWAGEN,1,2023,BENZİN,İZMİR,KARŞIYAKA,45,10.943,YENİ İŞ,O,T
31603,30%,5,RENAULT,1,2023,DIZEL,İSTANBUL,FATİH,46,8.053,YENİ İŞ,O,T
31604,60%,8,FORD,4,2020,BENZİN,İZMİR,FOÇA,62,8.115,YENİ İŞ,O,T
31605,40%,6,VOLKSWAGEN,2,2022,BENZİN,İSTANBUL,EYÜP,36,8.782,YENİ İŞ,O,T
31606,50%,7,VOLKSWAGEN,3,2021,BENZİN,İSTANBUL,BEYKOZ,42,4.381,YENİ İŞ,O,T
31607,30%,5,FORD,1,2023,DIZEL,İSTANBUL,,0,20.860,YENİ İŞ,T,T
31608,40%,5,MERCEDES,4,2020,BENZİN,İSTANBUL,ÜMRANİYE,40,20.134,YENİ İŞ,O,T
31609,30%,8,VOLKSWAGEN,2,2022,BENZİN,ANKARA,ALTINDAĞ,35,11.563,YENİ İŞ,O,T
31610,30%,5,MERCEDES,2,2022,DIZEL,ANKARA,,0,24.160,YENİ İŞ,T,T
31611,0%,6,FORD,3,2021,DIZEL,İZMİR,,0,19.380,YENİ İŞ,T,T
31612,40%,7,RENAULT,3,2021,BENZİN,İSTANBUL,,0,8.469,YENİLEME,T,T
31613,30%,5,FORD,1,2023,DIZEL,İZMİR,SEFERİHİSAR,20,13.753,YENİ İŞ,O,T
31614,60%,7,VOLKSWAGEN,2,2022,DIZEL,İSTANBUL,,0,9.568,YENİ İŞ,T,T
31615,50%,7,TOYOTA,4,2020,BENZİN,İSTANBUL,BAŞAKŞEHİR,48,10.908,YENİLEME,O,T
31616,0%,4,MERCEDES,4,2020,BENZİN,İSTANBUL,ESENLER,21,34.566,İLK DEFA SİGORTALI,O,T
31617,0%,6,TOYOTA,2,2022,BENZİN,ANKARA,MAMAK,40,10.713,İLK DEFA SİGORTALI,O,T
31618,0%,4,FORD,5,2019,DIZEL,İSTANBUL,,0,8.100,İLK DEFA SİGORTALI,T,T
31619,40%,7,FORD,4,2020,BENZİN,İSTANBUL,KADIKÖY,37,4.939,YENİ İŞ,O,T
31620,0%,4,VOLKSWAGEN,5,2019,DIZEL,İZMİR,GAZİEMİR,55,18.030,İLK DEFA SİGORTALI,O,T
31621,0%,7,VOLKSWAGEN,1,2023,BENZİN,İSTANBUL,ATAŞEHİR,36,11.922,İLK DEFA SİGORTALI,O,T
31622,0%,6,VOLKSWAGEN,4,2020,DIZEL,İSTANBUL,BEYLİKDÜZÜ,28,33.360,İLK DEFA SİGORTALI,O,T
31623,30%,5,TOYOTA,2,2022,BENZİN,İSTANBUL,MALTEPE,39,4.988,YENİ İŞ,O,T
31624,0%,5,FORD,2,2022,DIZEL,İSTANBUL,ÜMRANİYE,37,27.226,İLK DEFA SİGORTALI,O,T
31625,0%,4,HONDA,2,2022,BENZİN,İZMİR,MENEMEN,38,15.002,İLK DEFA SİGORTALI,O,T
31626,60%,7,FORD,4,2020,DIZEL,ANKARA,ALTINDAĞ,62,8.568,YENİ İŞ,O,T
31627,30%,5,RENAULT,1,2023,DIZEL,İSTANBUL,,0,15.721,YENİ İŞ,T,T
31628,30%,5,TOYOTA,1,2023,DIZEL,İSTANBUL,,0,16.837,YENİ İŞ,T,T
31629,50%,7,FORD,3,2021,DIZEL,İZMİR,,0,16.754,YENİ İŞ,T,T
31630,60%,6,MERCEDES,0,2024,DIZEL,ANKARA,SİNCAN,49,21.224,YENİ İŞ,O,P
31631,40%,5,VOLKSWAGEN,2,2022,BENZİN,İSTANBUL,BAHÇELİEVLER,36,5.648,YENİ İŞ,O,T
31632,60%,8,RENAULT,5,2019,BENZİN,İSTANBUL,,0,5.745,YENİ İŞ,T,T
31633,30%,5,FORD,1,2023,DIZEL,ANKARA,ALTINDAĞ,40,10.816,YENİ İŞ,O,T
31634,50%,7,FORD,3,2021,DIZEL,İSTANBUL,,0,5.739,YENİ İŞ,T,T
31635,30%,5,FORD,1,2023,DIZEL,İZMİR,,0,13.212,YENİ İŞ,T,T
31636,30%,7,TOYOTA,1,2023,BENZİN,İSTANBUL,,0,13.306,YENİLEME,T,P
31637,30%,5,TOYOTA,1,2023,BENZİN,İSTANBUL,KADIKÖY,22,11.749,YENİ İŞ,O,P
31638,0%,4,FORD,3,2021,DIZEL,İZMİR,MENEMEN,60,8.432,İLK DEFA SİGORTALI,O,T
31639,60%,8,FORD,5,2019,DIZEL,ANKARA,ETİMESGUT,39,7.262,YENİ İŞ,O,T
31640,60%,7,VOLKSWAGEN,4,2020,BENZİN,İSTANBUL,,0,9.764,YENİ İŞ,T,T
31641,0%,7,TOYOTA,3,2021,BENZİN,İZMİR,BALÇOVA,24,8.606,İLK DEFA SİGORTALI,O,T
31642,0%,5,VOLKSWAGEN,1,2023,BENZİN,İSTANBUL,BAŞAKŞEHİR,25,26.982,İLK DEFA SİGORTALI,O,T
31643,50%,8,TOYOTA,4,2020,BENZİN,ANKARA,YENİMAHALLE,62,5.808,YENİ İŞ,O,T
31644,40%,5,VOLKSWAGEN,2,2022,DIZEL,İSTANBUL,KARTAL,48,8.974,YENİ İŞ,O,T
31645,0%,4,VOLKSWAGEN,5,2019,DIZEL,İSTANBUL,SULTANBEYLİ,23,33.808,İLK DEFA SİGORTALI,O,T
31646,40%,5,MERCEDES,3,2021,DIZEL,İSTANBUL,,0,11.368,YENİLEME,T,T
31647,60%,7,VOLKSWAGEN,3,2021,BENZİN,İSTANBUL,KARTAL,53,6.372,YENİ İŞ,O,T
31648,50%,6,FORD,3,2021,DIZEL,ANKARA,,0,17.199,YENİLEME,T,T
31649,0%,4,MERCEDES,4,2020,DIZEL,İSTANBUL,,0,93.647,İLK DEFA SİGORTALI,T,T
31650,60%,7,VOLKSWAGEN,4,2020,DIZEL,ANKARA,ETİMESGUT,40,12.171,YENİ İŞ,O,T
31651,60%,7,VOLKSWAGEN,2,2022,BENZİN,ANKARA,POLATLI,36,8.405,YENİ İŞ,O,T
31652,60%,7,FORD,4,2020,DIZEL,İZMİR,BUCA,33,7.557,YENİ İŞ,O,P
31653,0%,4,MERCEDES,4,2020,DIZEL,İZMİR,,0,34.620,İLK DEFA SİGORTALI,T,T
31654,0%,4,MERCEDES,4,2020,DIZEL,İSTANBUL,TUZLA,36,25.442,İLK DEFA SİGORTALI,O,T
31655,30%,5,TOYOTA,1,2023,DIZEL,ANKARA,,0,31.988,YENİ İŞ,T,T
31656,30%,5,RENAULT,1,2023,DIZEL,İSTANBUL,ESENYURT,34,8.844,YENİ İŞ,O,T
31657,60%,6,VOLKSWAGEN,2,2022,BENZİN,İZMİR,KARABAĞLAR,37,4.905,YENİ İŞ,O,T
31658,40%,8,TOYOTA,2,2022,BENZİN,İZMİR,BORNOVA,47,8.193,YENİLEME,O,P
31659,50%,7,MERCEDES,4,2020,DIZEL,İSTANBUL,BEŞİKTAŞ,41,22.228,YENİ İŞ,O,T
31660,0%,4,FORD,2,2022,BENZİN,İSTANBUL,ATAŞEHİR,35,13.076,İLK DEFA SİGORTALI,O,T
31661,50%,7,HONDA,3,2021,BENZİN,ANKARA,ÇANKAYA,51,7.901,YENİ İŞ,O,T
31662,0%,7,VOLKSWAGEN,1,2023,BENZİN,ANKARA,YENİMAHALLE,50,16.214,İLK DEFA SİGORTALI,O,T
31663,30%,7,VOLKSWAGEN,1,2023,DIZEL,İSTANBUL,,0,15.167,YENİ İŞ,T,T
31664,0%,5,FORD,3,2021,DIZEL,İSTANBUL,,0,12.536,YENİ İŞ,T,T
31665,30%,7,TOYOTA,1,2023,DIZEL,İZMİR,,0,16.435,YENİ İŞ,T,T
31666,40%,5,FORD,2,2022,BENZİN,ANKARA,YENİMAHALLE,47,8.673,YENİ İŞ,O,T
31667,50%,7,FORD,3,2021,DIZEL,ANKARA,MAMAK,45,8.423,YENİ İŞ,O,T
31668,50%,7,VOLKSWAGEN,1,2023,BENZİN,İSTANBUL,BEYKOZ,58,10.703,YENİ İŞ,O,T
31669,0%,3,FORD,4,2020,DIZEL,ANKARA,MAMAK,47,11.601,YENİLEME,O,T
31670,40%,6,HONDA,3,2021,BENZİN,İSTANBUL,BAŞAKŞEHİR,34,24.492,YENİ İŞ,O,T
31671,40%,6,FORD,3,2021,BENZİN,İSTANBUL,ÜSKÜDAR,37,12.191,YENİ İŞ,O,T
31672,30%,7,MERCEDES,4,2020,DIZEL,İSTANBUL,BAKIRKÖY,36,79.257,YENİ İŞ,O,T
31673,0%,3,MERCEDES,3,2021,DIZEL,İSTANBUL,ATAŞEHİR,29,22.276,İLK DEFA SİGORTALI,O,T
31674,30%,5,VOLKSWAGEN,1,2023,DIZEL,ANKARA,KEÇİÖREN,45,12.071,YENİ İŞ,O,T
31675,40%,6,VOLKSWAGEN,4,2020,BENZİN,ANKARA,,0,15.117,YENİLEME,T,P
31676,50%,6,TOYOTA,1,2023,DIZEL,İSTANBUL,FATİH,63,9.162,YENİ İŞ,O,P
31677,0%,5,HONDA,2,2022,BENZİN,ANKARA,ÇANKAYA,32,10.318,İLK DEFA SİGORTALI,O,T
31678,0%,7,VOLKSWAGEN,1,2023,BENZİN,İSTANBUL,KÜÇÜKÇEKMECE,52,18.774,YENİ İŞ,O,T
31679,30%,6,HONDA,1,2023,BENZİN,İSTANBUL,,0,13.624,YENİ İŞ,T,T
31680,40%,7,VOLKSWAGEN,2,2022,BENZİN,İSTANBUL,BAHÇELİEVLER,54,9.518,YENİ İŞ,O,T
31681,50%,7,FORD,3,2021,DIZEL,İZMİR,,0,8.966,YENİ İŞ,T,T
31682,60%,8,VOLKSWAGEN,2,2022,BENZİN,İSTANBUL,BEYLİKDÜZÜ,47,8.418,YENİ İŞ,O,T
31683,60%,7,FORD,4,2020,BENZİN,İSTANBUL,ATAŞEHİR,40,7.684,YENİ İŞ,O,T
31684,0%,7,FORD,1,2023,BENZİN,İSTANBUL,BEYLİKDÜZÜ,34,8.957,İLK DEFA SİGORTALI,O,T
31685,60%,8,TOYOTA,5,2019,BENZİN,ANKARA,YENİMAHALLE,42,5.814,YENİ İŞ,O,T
31686,60%,7,VOLKSWAGEN,3,2021,BENZİN,İZMİR,BUCA,63,8.350,YENİ İŞ,O,T
31687,0%,4,FORD,2,2022,DIZEL,İSTANBUL,ESENYURT,50,13.878,İLK DEFA SİGORTALI,O,T
31688,0%,4,MERCEDES,3,2021,DIZEL,İSTANBUL,KÜÇÜKÇEKMECE,54,32.691,İLK DEFA SİGORTALI,O,T
31689,60%,7,VOLKSWAGEN,2,2022,BENZİN,ANKARA,YENİMAHALLE,31,6.282,YENİ İŞ,O,T
31690,60%,7,VOLKSWAGEN,2,2022,DIZEL,İSTANBUL,BAŞAKŞEHİR,43,8.180,YENİ İŞ,O,T
31691,50%,6,RENAULT,4,2020,DIZEL,İZMİR,,0,9.570,YENİ İŞ,T,P
31692,0%,5,RENAULT,1,2023,DIZEL,İSTANBUL,,0,25.661,YENİ İŞ,T,T
31693,0%,4,VOLKSWAGEN,2,2022,BENZİN,İSTANBUL,BAŞAKŞEHİR,44,16.875,İLK DEFA SİGORTALI,O,T
31694,50%,7,TOYOTA,4,2020,BENZİN,İSTANBUL,ÜSKÜDAR,40,5.116,YENİ İŞ,O,T
31695,0%,7,FORD,4,2020,DIZEL,İSTANBUL,BÜYÜKÇEKMECE,43,11.361,YENİ İŞ,O,T
31696,50%,6,VOLKSWAGEN,3,2021,BENZİN,İSTANBUL,,0,7.672,YENİLEME,T,T
31698,0%,4,VOLKSWAGEN,1,2023,DIZEL,İSTANBUL,SULTANBEYLİ,36,11.269,İLK DEFA SİGORTALI,O,T
31699,0%,4,HONDA,2,2022,BENZİN,İZMİR,,0,21.544,İLK DEFA SİGORTALI,T,T
31700,40%,5,MERCEDES,2,2022,DIZEL,İSTANBUL,,0,34.812,YENİ İŞ,T,T
31701,0%,8,VOLKSWAGEN,3,2021,BENZİN,İSTANBUL,,0,14.564,İLK DEFA SİGORTALI,T,T
31702,30%,5,VOLKSWAGEN,1,2023,BENZİN,İSTANBUL,BAŞAKŞEHİR,32,10.755,YENİ İŞ,O,T
31703,30%,6,TOYOTA,4,2020,BENZİN,İSTANBUL,BAYRAMPAŞA,45,9.031,YENİ İŞ,O,T
31704,0%,4,VOLKSWAGEN,1,2023,DIZEL,ANKARA,,0,37.867,İLK DEFA SİGORTALI,T,T
31705,0%,4,MERCEDES,0,2024,DIZEL,İZMİR,BUCA,54,22.545,SIFIR ARAÇ,O,P
31706,30%,8,TOYOTA,3,2021,BENZİN,ANKARA,KEÇİÖREN,47,9.574,YENİ İŞ,O,T
31707,60%,7,FORD,1,2023,DIZEL,ANKARA,,0,10.693,YENİ İŞ,T,T
31708,30%,7,VOLKSWAGEN,1,2023,BENZİN,İSTANBUL,KARTAL,37,10.549,YENİ İŞ,O,T
31709,60%,8,MERCEDES,3,2021,BENZİN,İSTANBUL,KADIKÖY,45,6.115,YENİ İŞ,O,T
31710,0%,4,FORD,5,2019,DIZEL,ANKARA,,0,14.177,İLK DEFA SİGORTALI,T,T
31711,0%,6,VOLKSWAGEN,3,2021,BENZİN,İSTANBUL,FATİH,37,13.105,İLK DEFA SİGORTALI,O,T
31712,60%,7,MERCEDES,4,2020,DIZEL,İSTANBUL,,0,28.537,YENİ İŞ,T,T
31713,30%,4,FORD,4,2020,DIZEL,İSTANBUL,,0,14.532,YENİ İŞ,T,P
31714,40%,5,VOLKSWAGEN,5,2019,BENZİN,İSTANBUL,GÜNGÖREN,32,11.176,YENİ İŞ,O,T
31715,60%,7,MERCEDES,4,2020,DIZEL,İSTANBUL,,0,10.402,YENİ İŞ,T,P
31716,40%,7,HONDA,3,2021,BENZİN,İZMİR,KARŞIYAKA,38,7.454,YENİ İŞ,O,T
31717,30%,8,VOLKSWAGEN,2,2022,BENZİN,ANKARA,ETİMESGUT,40,9.393,YENİ İŞ,O,T
31718,0%,4,VOLKSWAGEN,4,2020,BENZİN,İSTANBUL,ÜMRANİYE,33,42.657,İLK DEFA SİGORTALI,O,T
31719,60%,7,VOLKSWAGEN,3,2021,BENZİN,ANKARA,ÇANKAYA,54,7.484,YENİ İŞ,O,T
31720,0%,4,TOYOTA,1,2023,BENZİN,İSTANBUL,ÜMRANİYE,46,9.155,İLK DEFA SİGORTALI,O,T
31721,30%,5,VOLKSWAGEN,1,2023,BENZİN,İSTANBUL,ATAŞEHİR,33,8.989,YENİ İŞ,O,T
31722,0%,5,FORD,2,2022,DIZEL,ANKARA,,0,13.584,İLK DEFA SİGORTALI,T,T
31723,50%,8,FORD,3,2021,DIZEL,İSTANBUL,,0,9.702,YENİ İŞ,T,T
31724,50%,8,MERCEDES,3,2021,BENZİN,ANKARA,ÇANKAYA,42,17.702,YENİ İŞ,O,T
31725,0%,7,FORD,4,2020,DIZEL,ANKARA,ETİMESGUT,43,15.719,İLK DEFA SİGORTALI,O,T
31726,0%,7,VOLKSWAGEN,5,2019,DIZEL,İSTANBUL,MALTEPE,40,11.995,İLK DEFA SİGORTALI,O,T
31727,50%,7,VOLKSWAGEN,4,2020,BENZİN,İSTANBUL,KARTAL,36,10.766,YENİ İŞ,O,T
31728,50%,6,VOLKSWAGEN,3,2021,BENZİN,ANKARA,KEÇİÖREN,39,10.282,YENİ İŞ,O,T
31729,60%,8,FORD,4,2020,DIZEL,İZMİR,,0,11.732,YENİ İŞ,T,T
